Par_URL_offre|Code_ogr|Par_ref_offre|Description|Par_cle|Par_nom|Off_experience_duree_min|Exp_cle|Exp_libelle|Dur_cle_experience|NTC_cle|TCO_cle|Off_contrat_duree_MO|Pay_cle|Off_date_creation|Off_date_modification
https://place-emploi-public.gouv.fr/offre-emploi/responsable-d-applications-hf-reference-o09261-201633|12345|527929|Au sein de la Direction des Systèmes d'Information, vous aurez en charge le support et l'exploitation d'un portefeuille d'applications métier en  respectant les engagements pris vis-à-vis des utilisateurs.\n\nVous construirez un lien de partenariat avec les éditeurs vous permettant d'anticiper les besoins d'évolutions applicatifs. Vous serez le garant du respect par les éditeurs des contrats de maintenance d'un ensemble d'application et vous serez en charge du renouvellement des contrats. Vous développerez l'optimisation des usages sur les applications métiers. \n\nA ce titre vous gérez les activités suivantes :\n- Activités et tâches sur le portefeuille applicatif dont vous aurez la charge\n- Traiter et résoudre les incidents et demandes concernant les applications métier\n- Réaliser les opérations courantes d'exploitation\n- Vérifier et assurer la qualité et la performance du fonctionnement des applications\n- Participer à la mise en production des applications métier (pour les nouvelles applications et pour les montées de version des applications existantes)\n- Coordonner la maintenance corrective, préventive et évolutive,\n- Gérer la relation fournisseur dans le cadre du suivi de la maintenance, de la veille technologique et fonctionnelle (clubs utilisateurs...)\n- Suivre et renouveler les contrats de maintenances\n- Maintenir la base documentaire actualisée et assurer la pérennité des connaissances\n- Assister et conseiller les utilisateurs sur l'utilisation du système applicatif (paramétrage, reprise, formation, ...)\n- Assurer la continuité de service sur l'ensemble du parc applicatif au même titre que ses collègues en cas d'absence ou de pic d'activité\n- Assurer l'astreinte de la DSI une fois tous les mois (samedi matin) sur les dysfonctionnements de niveau 2 et éventuellement de niveau 1 sur les services informatiques critiques|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
https://place-emploi-public.gouv.fr/offre-emploi/gestionnaire-administrative-et-paie-hf--reference-2021-528019|15334|528019|Les objectifs du poste\nAssurer la gestion administrative\nRéaliser la paie des agents\nParticiper aux travaux sur la mise en œuvre du nouveau système d’information ressources humaines (SIRH)\nLes missions\nParticiper à la gestion administrative des agents contractuels et des fonctionnaires\nPréparer, rédiger et finaliser les différents actes administratifs de gestion et de paie\nPréparer les éléments de paye, la mettre en œuvre et la contrôler\nAlimenter les systèmes d’information RH (SIRH)\nRenseigner les bases de données et contrôler la fiabilité des données\nRecueillir les éléments nécessaires à la complétude des données|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
https://place-emploi-public.gouv.fr/offre-emploi/responsable-du-service-des-ressources-humaines-reference-2021-528548|18942|528548|Sous l’autorité hiérarchique du Secrétaire Général, la ou le responsable du SRH gère une équipe de 8 personnes. \nA ce titre, elle ou il :\n- organise, pilote et contrôle l’activité du service; - organise la veille juridique et l’actualisation des connaissances.\n \nElle ou il assure :\n- des actions d’accompagnement du changement; - la gestion administrative et la paye du personnel rémunéré par l’établissement (160 fonctionnaires, CDI et OPA, 70 CDD);\n- la gestion RH de proximité des élèves fonctionnaires;\n- le suivi des dossiers administratifs et la rémunération des enseignants vacataires;\n- la communication interne sur les sujets RH.\nLa ou le responsable du SRH met en place des outils d’aide au pilotage de la masse salariale et des effectifs et en assure le suivi; organise les recrutements.\nLa ou le responsable du SRH participe au dialogue social.\nElle ou il coordonne la procédure de mise en œuvre du télétravail (référent télétravail)\nElle ou il développe des relations en interne avec les services et personnels de l’école, les élèves fonctionnaires, en externe avec les services du Ministère, les établissements publics (UGE, CEREMA, UdL, ….), le SGAR AuRA, …|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
https://place-emploi-public.gouv.fr/offre-emploi/technicien-gestion-planification-transport-superieur-hf-reference-2021-528573|18986|528573|Prise en compte des demandes de transport fret sensible et rédaction des ordres de transports associés de la cellule lignes régulières.\nPrise en compte des demandes de transport de matières dangereuses et rédaction des accords TMD associés.\nSuivi des missions de transports par lignes régulières.\nTraitement et suivi des litiges rencontrés par les différentes sections et cellules du BT, notamment ceux concernant le fret sensible.\nSuivi des informations intégrées dans les SI logistiques (SIL) utilisés au sein du BT SIL (Artémis –SILRIA) pour le suivi missions. Suivi et mise à jour des indicateurs fret sensible et des informations dans les SIL pour le pilotage. Maintien et renforcement du contact avec les nombreux correspondants militaires (clients).|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
https://place-emploi-public.gouv.fr/offre-emploi/responsable-des-ressources-humaines-reference-2021-528591|18942|528591|Le service\n\nLe service des ressources humaines a pour missions principales la mise en œuvre de l’ensemble des processus de carrière et de paie pour les agents permanents et contractuels de l’IPGP (environ 260 agents).\nIl assure également un suivi des dossiers des personnels rémunérés par le CNRS (environ 100 agents).\nLe service est composé aujourd’hui de 6 agents pour assurer les différentes missions liées à la gestion individuelle et collective des agents, les opérations de paie, le suivi de la masse salariale de l’Etat, la formation des personnels, la réalisation de statistiques RH et l’organisation des concours.\nMissions\n\nLe/la responsable du service des ressources humaines sera sous la responsabilité directe du directeur général des services.\nIl/elle aura pour rôle de proposer, définir et mettre en œuvre la politique de ressources humaines de l’IPGP tout en respectant le cadre réglementaire.\nIl/elle conseillera la direction de l’IPGP sur toutes les questions liées aux RH. Il/elle garantira la diffusion de l’information RH auprès des personnels.\nLe/la responsable du service des ressources humaines encadrera l’ensemble des personnels affectés au service RH et coordonnera les différentes missions attribuées au service RH.\nIl/elle travaillera en relation directe avec les responsables des services centraux, des observatoires et des équipes de recherche de l’établissements pour toutes les questions liées aux RH et les partenaires extérieurs.\nIl/elle arrivera dans un contexte de changement d’outil Rh et paie et devra en assurer la bonne installation et utilisation.\nActivités\nAssister l’équipe de direction dans l’organisation de la politique RH de l’IPGP\nDévelopper les outils et méthodes de gestion RH et paie\nPréparer et assurer la mise en œuvre de l’ensemble des procédures de gestion collective des RH\nCoordonner et contrôler l’ensemble des activités de gestion individuelle et collective\nSuivre la masse salariale du budget de l’Etat et des emplois\nContribuer au dialogue social\nInformer sur les évolutions de la réglementation et des procédures et les faire appliquer\nParticiper à la réalisation d’enquêtes et statistiques\nOrganiser les élections professionnelles\nAccompagner les personnes et les services dans le règlement de situations difficiles|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
https://place-emploi-public.gouv.fr/offre-emploi/assistant-cyberdefense-cyberprotection-hf-reference-2021-528609|38834|528609|Activités attachées au poste:\nPrincipales:\n- Assister les utilisateurs dans l’application de la règlementation en matière de cyberprotection.\n- Gérer les supports externes et les clés ACID des utilisateurs de l’établissement.\n- Gérer les CIMS des agents de l’établissement.\n- Fournir un appui aux utilisateurs dans la lutte informatique.\n- Participer au dialogue en matière de cybersécurité au sein de l’établissement.\n- Mener des contrôles/audits en matière de cybersécurité sur le périmètre de l’établissement.\n\nAnnexes:\n- Réaliser la veille technologique et réglementaire dans ses domaines de compétence.\n- Participer au RETEX et aux remontées d’informations vers la chaine fonctionnelle de cybersécurité du SID.\n- Participer à la constitution des dossiers d’homologation.\n- Participer à la communication et à la sensibilisation de l’ESID en matière de cybersécurité.|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
https://place-emploi-public.gouv.fr/offre-emploi/sgami-sud-cabinet-responsable-du-service-interieur-hf-reference-MINT_BS013SGC-18457|19112|528656|Organise la répartition des moyens et leur mise en œuvre en fonction des besoins\n- planifie les travaux d’aménagement et d’entretien et contrôle le respect des normes, règles, directives et procédures lors de leur exécution ; valide la qualité obtenue.\n \nSupervise les prestations externes, contrôle leur bonne exécution et leur conformité par rapport à la commande\n- élabore les compte rendus d’intervention, alimente et exploite les outils de gestion, évalue les coûts\n \nEncadre une équipe d’agents spécialisés\n \nVeille au respect des normes d’hygiène et de sécurité et des procédures de qualité\n \n- S’assure de la mise en place des salles de réunions et des matériels nécessaires à l’organisation de cérémonies.\n \n- Gère les déplacements de mobilier et leur stockage.\n \n- Propose des diagnostics et améliorations dans l’ensemble des domaines d’intervention technico- logistiques de son périmètre.\n|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
https://place-emploi-public.gouv.fr/offre-emploi/gestionnaire-de-formation---mj---sg---srh---sdpp----brfp----reference-2021-529173|15334|529173|Sous la responsabilité du chef de la section formation, le gestionnaire formation assiste le chef de section et les chargés de formation  dans toutes les tâches administratives et logistiques de mise en œuvre des actions de formation. Intégré au sein d’une équipe de 7 personnes (4 attachés et 3 secrétaires administratifs ou adjoints administratifs), il a la charge d’un secteur de formation (stages collectifs et individuels programmés dans le cadre du plan de formation annuel, plans de formation services spécifiques…).\nSes missions consistent principalement à assurer la mise en œuvre, le suivi et l’évaluation des actions de formation sur les plans administratif, logistique et financier. Elles portent sur la réalisation du :\n-        Suivi administratif des sessions de formation : exécution et suivi des marchés de formation, analyse et instruction des demandes de formation, élaboration des plannings de stage exploitation des questionnaires d’évaluation et synthèse, gestion des attestations de stage, suivi du dossier facturation,\n-        Gestion et suivi des plans de formation services,\n-        Gestion du volet gestion publique : instruction des demandes, en lien avec l’Institut de gestion publique et développement économique (IGPDE), référent des directions sur cette thématique pour toutes les demandes de formation portant sur ce secteur,\n-        Elaboration des statistiques de formation,\n-        Suivi de la gestion financière : budget alloué au secteur formation.\n-        Participation à l’actualisation et à la mise en œuvre du e-learning  (campus numérique) : mise en ligne, recensement des inscriptions, traitement des incidents, établissement des statistiques, ...\nL’actualisation de l’outil d’e-learning concernera toutes ses dimensions : administrative, pédagogique, logistique, etc... Elle nécessitera une collaboration interservices.\nLe gestionnaire de formation peut être amené à participer à des actions, ponctuelles ou non, qui relèvent du périmètre d’ensemble du bureau du recrutement et de la formation professionnelle.|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
https://place-emploi-public.gouv.fr/offre-emploi/operateur-de-prestation-de-services-ou-de-logistique-reference-2021-529248|19827|529248|Encadrement (oui ou non) : non\nActivités principales :\n- Gère le suivi des prestations « blanchisserie » en lien avec la chefferie de section\n- Contrôle les interventions des prestataires « blanchisserie»\n- Analyse les demandes de réclamations\n- Rédige des courriers \n- Participe à la rédaction des cahiers des charges et des analyses des offres des marchés\n- Gère et suit la dotation vestimentaire en lien avec la chefferie de section\n- Pilote le déploiement de la dotation\n- Participe à la rédaction de la note relative à la dotation\n- Participe à la rédaction des cahiers des charges et des analyses des offres des marchés\n- Gère les réservations de salles en lien avec la chefferie de section\n- Assure la mise à jour des tableaux de bord dont il (elle) a la responsabilité\nFonctions annexes :\n- Contrôle des autres prestations en binôme avec les agents en charge du dossier et la chefferie de la section\n\nSpécificités du poste / Contraintes :  disponibilité –  contraintes horaires –  poste non télétravaillable\nLe bureau s'articule autour de 4 sections (Prestations d'entretien, Soutien et services,  Mobiliers, équipements courants) et d’'une Cellule achats.\nEffectif du bureau (répartition par catégorie) : 1 conseiller d'administration (chef de bureau) 1 attaché principal ( adjoint chef de bureau), 3 attachés, 1 chargée de mission de catégorie A, 6 secrétaires administratifs et 9 adjoints administratifs.|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
https://place-emploi-public.gouv.fr/offre-emploi/technicien-gestion-logistique-de-biens-superieur-fh-hf-reference-2021-529257|18986|529257|Le titulaire du poste devra : mettre en oeuvre les procédures comptables des matériels propres à la chaîne logistique en rechanges ou matériels complets, encadrer, organiser l'identification et le recensement des matériels au sein de\nl'entrepôt ou magasin dans le cadre du contrôle interne logistique. Il sera le garant la préservation des biens pris en Gestion logistique de biens.\n\nActivités attachées au poste\nPrincipales \nCertifier les pièces justificatives.\nOrganiser le recensement des matériels pour tous les statuts de la logistique des biens (GLB).\nContrôler la saisie et le suivi des dossiers dans le SIL (changement de statut, mouvements internes et externes, etc.).\nFaire vérifier l'intégrité du bien.\nOrganiser le traitement des commandes en veillant au respect des délais et des procédures.\nVeiller à la bonne tenue des registres et au classement des pièces justificatives.\nOrganiser l'identification du matériel à prendre /à suivre en Gestion logistique de biens dans le magasin à partir de la documentation.\nProposer les demandes d'intégration d'articles dans le catalogue de nomenclature.\nAnnexes\nGarantir le marquage des matériels pris en logistique des biens\n(GLB).\nCoordonner l'activité des différentes équipes pour la réception, le\nstockage, la manutention ou la distribution des biens.\nSaisir dans le SIL l'ensemble des actes logistiques.\nParticiper à la formation militaire des magasiniers et des chefs\nd'équipe placés sous ses ordres|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
